datetime,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_total_wh,active_energy_wh,unmetered_energy_wh,hour,day_of_week,month,year,is_weekend,lag_1_power,lag_2_power,lag_24_power,rolling_3_power_mean,rolling_24_power_mean,high_consumption
2006-12-17 03:00:00,1.6622,0.07953333,244.5135,7.2066665,0.0,46.0,0.0,46.0,27.703333,0.0,3,6,12,2006,1,1.5872667,3.3494,4.222889,2.2730443,2.8661222,1
2006-12-17 04:00:00,2.2157667,0.09346667,243.8555,9.333333,0.0,34.0,533.0,567.0,36.929443,0.0,4,6,12,2006,1,1.6622,1.5872667,4.222889,2.1996222,2.7566748,1
2006-12-17 05:00:00,1.9967333,0.060233332,243.71016,8.566667,0.0,10.0,279.0,289.0,33.27889,0.0,5,6,12,2006,1,2.2157667,1.6622,4.222889,1.8217444,2.711599,1
2006-12-17 06:00:00,1.3033,0.09483334,244.1415,5.53,0.0,43.0,0.0,43.0,21.721666,0.0,6,6,12,2006,1,1.9967333,2.2157667,4.222889,1.9582334,2.6566093,0
2006-12-17 07:00:00,1.6200334,0.0598,241.84567,6.8033333,0.0,10.0,0.0,10.0,27.000555,17.000555,7,6,12,2006,1,1.3033,1.9967333,4.222889,1.8386,2.5599444,1
2006-12-17 08:00:00,1.8905667,0.11856667,241.3115,8.05,0.0,45.0,0.0,45.0,31.509445,0.0,8,6,12,2006,1,1.6200334,1.3033,4.222889,1.6400223,2.4972837,1
2006-12-17 09:00:00,2.5490668,0.07923333,238.84784,10.973333,0.0,439.0,0.0,439.0,42.484444,0.0,9,6,12,2006,1,1.8905667,1.6200334,4.222889,1.6046333,2.459364,1
2006-12-17 10:00:00,3.6289,0.1946,235.441,15.533334,533.0,1341.0,969.0,2843.0,60.481667,0.0,10,6,12,2006,1,2.5490668,1.8905667,4.222889,2.0198889,2.4646406,1
2006-12-17 11:00:00,2.471,0.2007,236.92467,10.493333,567.0,301.0,1031.0,1899.0,41.183334,0.0,11,6,12,2006,1,3.6289,2.5490668,4.222889,2.689511,2.5293217,1
2006-12-17 12:00:00,1.9158666,0.29403332,237.78467,8.136666,0.0,32.0,1039.0,1071.0,31.93111,0.0,12,6,12,2006,1,2.471,3.6289,4.222889,2.882989,2.526252,1
2006-12-17 13:00:00,1.6607667,0.17153333,239.92067,6.923333,0.0,3.0,1057.0,1060.0,27.679445,0.0,13,6,12,2006,1,1.9158666,2.471,4.222889,2.6719222,2.4957328,1
2006-12-17 14:00:00,2.0926332,0.2574,244.04567,8.6,0.0,20.0,1094.0,1114.0,34.877224,0.0,14,6,12,2006,1,1.6607667,1.9158666,4.222889,2.0158777,2.4559724,1
2006-12-17 15:00:00,2.9854,0.0886,240.48083,12.426666,418.0,12.0,1062.0,1492.0,49.756668,0.0,15,6,12,2006,1,2.0926332,1.6607667,4.222889,1.8897556,2.4394572,1
2006-12-17 16:00:00,3.3260334,0.09313333,236.78183,14.006667,515.0,4.0,1030.0,1549.0,55.433887,0.0,16,6,12,2006,1,2.9854,2.0926332,4.222889,2.2462666,2.4631937,1
2006-12-17 17:00:00,3.4067667,0.16663334,234.22983,14.51,0.0,28.0,1009.0,1037.0,56.779446,0.0,17,6,12,2006,1,3.3260334,2.9854,4.222889,2.8013556,2.4991453,1
2006-12-17 18:00:00,3.6971,0.13506667,234.37233,15.75,0.0,0.0,1010.0,1010.0,61.618332,0.0,18,6,12,2006,1,3.4067667,3.3260334,3.6322,3.2394,2.4651403,1
2006-12-17 19:00:00,2.9084,0.26516667,233.19566,12.516666,0.0,31.0,1001.0,1032.0,48.47333,0.0,19,6,12,2006,1,3.6971,3.4067667,3.4002333,3.4766333,2.4678445,1
2006-12-17 20:00:00,3.3615,0.2715,236.4265,14.276667,0.0,67.0,1027.0,1094.0,56.025,0.0,20,6,12,2006,1,2.9084,3.6971,3.2685666,3.3374221,2.4473515,1
2006-12-17 21:00:00,3.0407667,0.26796666,239.10417,12.716666,0.0,72.0,1050.0,1122.0,50.679443,0.0,21,6,12,2006,1,3.3615,2.9084,3.0564666,3.3223333,2.4512236,1
2006-12-17 22:00:00,1.518,0.23536667,242.19234,6.383333,0.0,25.0,150.0,175.0,25.3,0.0,22,6,12,2006,1,3.0407667,3.3615,2.2001333,3.1035554,2.4505694,0
2006-12-17 23:00:00,0.43773332,0.2218,245.734,1.9966667,0.0,48.0,0.0,48.0,7.2955556,0.0,23,6,12,2006,1,1.518,3.0407667,2.0616,2.6400888,2.4221473,0
2006-12-18 00:00:00,0.27636668,0.09906667,244.6075,1.2233334,0.0,2.0,0.0,2.0,4.606111,2.606111,0,0,12,2006,0,0.43773332,1.518,1.8824667,1.6655,2.3544862,0
2006-12-18 01:00:00,0.3133,0.1519,243.51933,1.4166666,0.0,35.0,0.0,35.0,5.221667,0.0,1,0,12,2006,0,0.27636668,0.43773332,3.3494,0.74403334,2.2875652,0
2006-12-18 02:00:00,0.28446665,0.109066665,246.891,1.2566667,0.0,0.0,0.0,0.0,4.7411113,4.7411113,2,0,12,2006,0,0.3133,0.27636668,1.5872667,0.34246665,2.161061,0
2006-12-18 03:00:00,0.30993333,0.14776666,245.73183,1.4,0.0,34.0,0.0,34.0,5.1655555,0.0,3,0,12,2006,0,0.28446665,0.3133,1.6622,0.29137778,2.1067777,0
2006-12-18 04:00:00,1.0263333,0.08,245.507,4.1766667,0.0,4.0,753.0,757.0,17.105556,0.0,4,0,12,2006,0,0.30993333,0.28446665,2.2157667,0.30256668,2.0504334,0
2006-12-18 05:00:00,0.2935,0.12193333,245.25317,1.2933333,0.0,28.0,0.0,28.0,4.891667,0.0,5,0,12,2006,0,1.0263333,0.30993333,1.9967333,0.54024446,2.0008736,0
2006-12-18 06:00:00,0.61,0.1129,245.70433,2.6,0.0,5.0,0.0,5.0,10.166667,5.1666665,6,0,12,2006,0,0.2935,1.0263333,1.3033,0.54325557,1.9299055,0
2006-12-18 07:00:00,2.4504333,0.153,240.96233,10.22,5.0,27.0,678.0,710.0,40.840557,0.0,7,0,12,2006,0,0.61,0.2935,1.6200334,0.64327776,1.901018,1
2006-12-18 08:00:00,2.0821333,0.07373333,237.88034,8.726666,748.0,2.0,1041.0,1791.0,34.70222,0.0,8,0,12,2006,0,2.4504333,0.61,1.8905667,1.1179777,1.935618,1
2006-12-18 09:00:00,1.6293334,0.08516667,237.40466,6.8166666,310.0,29.0,1036.0,1375.0,27.155556,0.0,9,0,12,2006,0,2.0821333,2.4504333,2.5490668,1.7141889,1.9436,1
2006-12-18 10:00:00,1.3096334,0.052833334,239.0805,5.4266667,0.0,0.0,1050.0,1050.0,21.827223,0.0,10,0,12,2006,0,1.6293334,2.0821333,3.6289,2.0539668,1.9052777,0
2006-12-18 11:00:00,1.5619333,0.12733333,239.771,6.47,0.0,31.0,1056.0,1087.0,26.032223,0.0,11,0,12,2006,0,1.3096334,1.6293334,2.471,1.6737,1.8086417,0
2006-12-18 12:00:00,1.7560667,0.0873,242.58,7.2466664,0.0,0.0,1081.0,1081.0,29.267778,0.0,12,0,12,2006,0,1.5619333,1.3096334,1.9158666,1.5003,1.7707639,1
2006-12-18 13:00:00,1.6820667,0.1265,241.95416,6.94,0.0,32.0,1042.0,1074.0,28.034445,0.0,13,0,12,2006,0,1.7560667,1.5619333,1.6607667,1.5425445,1.7641056,1
2006-12-18 14:00:00,1.7330333,0.0493,242.1965,7.096667,0.0,0.0,1043.0,1043.0,28.883888,0.0,14,0,12,2006,0,1.6820667,1.7560667,2.0926332,1.6666889,1.7649931,1
2006-12-18 15:00:00,1.7843,0.10406667,242.4235,7.31,0.0,31.0,1079.0,1110.0,29.738333,0.0,15,0,12,2006,0,1.7330333,1.6820667,2.9854,1.7237222,1.7500098,1
2006-12-18 16:00:00,1.9493,0.20443334,242.38066,8.096666,0.0,0.0,1079.0,1079.0,32.488335,0.0,16,0,12,2006,0,1.7843,1.7330333,3.3260334,1.7331333,1.6999639,1
2006-12-18 17:00:00,2.1549,0.0978,238.72917,8.993333,0.0,20.0,1047.0,1067.0,35.915,0.0,17,0,12,2006,0,1.9493,1.7843,3.4067667,1.8222111,1.6426,1
2006-12-18 18:00:00,2.4025333,0.0791,236.6685,10.083333,0.0,15.0,1015.0,1030.0,40.04222,0.0,18,0,12,2006,0,2.1549,1.9493,3.6971,1.9628333,1.5904388,1
2006-12-18 19:00:00,2.6145,0.20076667,235.32916,11.19,0.0,546.0,0.0,546.0,43.575,0.0,19,0,12,2006,0,2.4025333,2.1549,2.9084,2.1689112,1.5364987,1
2006-12-18 20:00:00,3.0505667,0.12036667,234.52434,13.046667,0.0,30.0,795.0,825.0,50.842777,0.0,20,0,12,2006,0,2.6145,2.4025333,3.3615,2.3906446,1.5242528,1
2006-12-18 21:00:00,2.1697333,0.07173333,237.59084,9.24,0.0,0.0,223.0,223.0,36.162224,0.0,21,0,12,2006,0,3.0505667,2.6145,3.0407667,2.6892,1.5112972,1
2006-12-18 22:00:00,1.7388,0.10796667,240.2115,7.25,0.0,531.0,0.0,531.0,28.98,0.0,22,0,12,2006,0,2.1697333,3.0505667,1.518,2.6116,1.4750042,1
2006-12-18 23:00:00,1.5472667,0.1325,242.65933,6.6,0.0,1219.0,0.0,1219.0,25.787777,0.0,23,0,12,2006,0,1.7388,2.1697333,0.43773332,2.3197,1.4842042,0
2006-12-19 00:00:00,0.83713335,0.09283333,242.07117,3.5433333,0.0,58.0,489.0,547.0,13.952222,0.0,0,1,12,2006,0,1.5472667,1.7388,0.27636668,1.8186,1.5304347,0
2006-12-19 01:00:00,0.35303333,0.07586667,241.80833,1.57,0.0,15.0,44.0,59.0,5.8838887,0.0,1,1,12,2006,0,0.83713335,1.5472667,0.3133,1.3744,1.5538,0
2006-12-19 02:00:00,0.32723334,0.105733335,245.7795,1.4633334,0.0,38.0,0.0,38.0,5.453889,0.0,2,1,12,2006,0,0.35303333,0.83713335,0.28446665,0.9124778,1.5554556,0
2006-12-19 03:00:00,0.3083,0.073,244.46317,1.3633333,0.0,10.0,0.0,10.0,5.1383333,0.0,3,1,12,2006,0,0.32723334,0.35303333,0.30993333,0.5058,1.5572375,0
2006-12-19 04:00:00,0.32783332,0.102466665,244.1865,1.5,0.0,43.0,0.0,43.0,5.463889,0.0,4,1,12,2006,0,0.3083,0.32723334,1.0263333,0.32952222,1.5571694,0
2006-12-19 05:00:00,0.30666667,0.07086667,243.07584,1.38,0.0,10.0,0.0,10.0,5.111111,0.0,5,1,12,2006,0,0.32783332,0.3083,0.2935,0.32112223,1.5280653,0
2006-12-19 06:00:00,0.7963333,0.1068,242.02966,3.4666667,0.0,41.0,0.0,41.0,13.2722225,0.0,6,1,12,2006,0,0.30666667,0.32783332,0.61,0.31426665,1.5286139,0
2006-12-19 07:00:00,1.7856333,0.08443333,239.42616,7.5433335,0.0,0.0,444.0,444.0,29.760555,0.0,7,1,12,2006,0,0.7963333,0.30666667,2.4504333,0.47694445,1.5363778,1
2006-12-19 08:00:00,3.8790333,0.122433335,236.14633,16.54,561.0,1571.0,1026.0,3158.0,64.65056,0.0,8,1,12,2006,0,1.7856333,0.7963333,2.0821333,0.96287775,1.5086777,1
2006-12-19 09:00:00,1.6177666,0.087466665,239.57233,6.963333,278.0,862.0,196.0,1336.0,26.962778,0.0,9,1,12,2006,0,3.8790333,1.7856333,1.6293334,2.1536667,1.5835487,0
2006-12-19 10:00:00,0.43713334,0.12576666,242.30566,1.9433334,0.0,85.0,0.0,85.0,7.2855554,0.0,10,1,12,2006,0,1.6177666,3.8790333,1.3096334,2.4274778,1.5830667,0
2006-12-19 11:00:00,2.3216333,0.084533334,240.325,9.863334,0.0,2061.0,0.0,2061.0,38.69389,0.0,11,1,12,2006,0,0.43713334,1.6177666,1.5619333,1.9779778,1.5467125,1
2006-12-19 12:00:00,0.43066666,0.1327,242.95866,1.9233333,0.0,175.0,0.0,175.0,7.177778,0.0,12,1,12,2006,0,2.3216333,0.43713334,1.7560667,1.4588444,1.5783666,0
2006-12-19 13:00:00,0.30046666,0.081766665,243.6025,1.2933333,0.0,37.0,0.0,37.0,5.0077777,0.0,13,1,12,2006,0,0.43066666,2.3216333,1.6820667,1.0631444,1.5231416,0
2006-12-19 14:00:00,0.30213332,0.11886667,246.94583,1.3333334,0.0,45.0,0.0,45.0,5.0355554,0.0,14,1,12,2006,0,0.30046666,0.43066666,1.7330333,1.0175889,1.465575,0
2006-12-19 15:00:00,0.42136666,0.080866665,241.74066,1.8066666,0.0,10.0,133.0,143.0,7.0227776,0.0,15,1,12,2006,0,0.30213332,0.30046666,1.7843,0.34442222,1.4059541,0
2006-12-19 16:00:00,1.3721334,0.09166667,242.71434,5.613333,0.0,43.0,1082.0,1125.0,22.868889,0.0,16,1,12,2006,0,0.42136666,0.30213332,1.9493,0.3413222,1.3491653,0
2006-12-19 17:00:00,2.1115,0.14443333,238.60667,8.843333,0.0,10.0,1046.0,1056.0,35.191666,0.0,17,1,12,2006,0,1.3721334,0.42136666,2.1549,0.69854444,1.3251166,1
2006-12-19 18:00:00,2.2047,0.1033,237.6405,9.256667,0.0,44.0,1038.0,1082.0,36.745,0.0,18,1,12,2006,0,2.1115,1.3721334,2.4025333,1.3016666,1.3233083,1
2006-12-19 19:00:00,1.8421,0.07293333,241.08,7.6033335,0.0,3.0,699.0,702.0,30.701666,0.0,19,1,12,2006,0,2.2047,2.1115,2.6145,1.8961111,1.3150653,1
2006-12-19 20:00:00,2.9405334,0.23736666,241.32817,12.48,0.0,1614.0,0.0,1614.0,49.00889,0.0,20,1,12,2006,0,1.8421,2.2047,3.0505667,2.0527666,1.282882,1
2006-12-19 21:00:00,1.4428667,0.1065,240.87,6.3433332,0.0,747.0,0.0,747.0,24.047777,0.0,21,1,12,2006,0,2.9405334,1.8421,2.1697333,2.329111,1.2782972,0
2006-12-19 22:00:00,0.72,0.146,242.67934,3.0133333,0.0,70.0,0.0,70.0,12.0,0.0,22,1,12,2006,0,1.4428667,2.9405334,1.7388,2.0751667,1.2480111,0
2006-12-19 23:00:00,0.3837,0.0671,246.62717,1.5833334,0.0,10.0,0.0,10.0,6.395,0.0,23,1,12,2006,0,0.72,1.4428667,1.5472667,1.7011334,1.2055612,0
2006-12-20 00:00:00,0.45983332,0.146,245.81134,1.9866667,0.0,43.0,0.0,43.0,7.663889,0.0,0,2,12,2006,0,0.3837,0.72,0.83713335,0.84885556,1.1570792,0
2006-12-20 01:00:00,0.25866666,0.05666667,243.80533,1.1133333,0.0,10.0,0.0,10.0,4.311111,0.0,1,2,12,2006,0,0.45983332,0.3837,0.35303333,0.52117777,1.1413584,0
2006-12-20 02:00:00,0.78436667,0.1236,245.5675,3.2433333,0.0,42.0,476.0,518.0,13.072778,0.0,2,2,12,2006,0,0.25866666,0.45983332,0.32723334,0.3674,1.1374264,0
2006-12-20 03:00:00,0.31003332,0.06846666,246.15083,1.3433334,0.0,10.0,42.0,52.0,5.167222,0.0,3,2,12,2006,0,0.78436667,0.25866666,0.3083,0.5009556,1.1564736,0
2006-12-20 04:00:00,0.289,0.097433336,246.43367,1.2466667,0.0,28.0,0.0,28.0,4.8166666,0.0,4,2,12,2006,0,0.31003332,0.78436667,0.32783332,0.4510222,1.1565459,0
2006-12-20 05:00:00,0.2627,0.0772,244.7955,1.12,0.0,12.0,0.0,12.0,4.3783336,0.0,5,2,12,2006,0,0.289,0.31003332,0.30666667,0.46113333,1.1549277,0
2006-12-20 06:00:00,0.2836,0.06656667,244.074,1.18,0.0,0.0,0.0,0.0,4.7266665,4.7266665,6,2,12,2006,0,0.2627,0.289,0.7963333,0.28724444,1.1530958,0
2006-12-20 07:00:00,1.5266334,0.1923,243.315,6.4366665,0.0,31.0,280.0,311.0,25.44389,0.0,7,2,12,2006,0,0.2836,0.2627,1.7856333,0.27843332,1.131732,0
2006-12-20 08:00:00,2.9176,0.0882,239.79233,12.203333,0.0,577.0,1057.0,1634.0,48.626667,0.0,8,2,12,2006,0,1.5266334,0.2836,3.8790333,0.69097775,1.1209403,1
2006-12-20 09:00:00,1.3855333,0.10836667,243.12283,5.6266665,0.0,32.0,1086.0,1118.0,23.092222,0.0,9,2,12,2006,0,2.9176,1.5266334,1.6177666,1.5759444,1.0808805,0
2006-12-20 10:00:00,1.5103,0.047166668,240.5805,6.25,0.0,194.0,1063.0,1257.0,25.171667,0.0,10,2,12,2006,0,1.3855333,2.9176,0.43713334,1.9432555,1.0712042,0
2006-12-20 11:00:00,2.8924,0.1652,240.51317,12.073334,0.0,1510.0,1062.0,2572.0,48.206665,0.0,11,2,12,2006,0,1.5103,1.3855333,2.3216333,1.9378111,1.1159195,1
2006-12-20 12:00:00,1.4210334,0.07213333,242.60634,5.826667,0.0,5.0,1081.0,1086.0,23.68389,0.0,12,2,12,2006,0,2.8924,1.5103,0.43066666,1.929411,1.1397014,0
2006-12-20 13:00:00,1.4284,0.11016667,242.46767,5.88,0.0,28.0,1080.0,1108.0,23.806667,0.0,13,2,12,2006,0,1.4210334,2.8924,0.30046666,1.9412445,1.1809666,0
2006-12-20 14:00:00,1.2949,0.09266666,244.0345,5.32,0.0,3.0,995.0,998.0,21.581667,0.0,14,2,12,2006,0,1.4284,1.4210334,0.30213332,1.9139445,1.2279639,0
2006-12-20 15:00:00,0.28113332,0.071433336,245.71916,1.2366667,0.0,12.0,0.0,12.0,4.6855555,0.0,15,2,12,2006,0,1.2949,1.4284,0.42136666,1.3814445,1.2693292,0
2006-12-20 16:00:00,0.46843332,0.10916667,244.1135,2.07,0.0,19.0,0.0,19.0,7.8072224,0.0,16,2,12,2006,0,0.28113332,1.2949,1.3721334,1.0014777,1.2634861,0
2006-12-20 17:00:00,0.5735,0.077366665,242.92067,2.3766668,0.0,0.0,0.0,0.0,9.558333,9.558333,17,2,12,2006,0,0.46843332,0.28113332,2.1115,0.6814889,1.225832,0
2006-12-20 18:00:00,2.8368332,0.15796667,239.24066,11.893333,0.0,31.0,631.0,662.0,47.280556,0.0,18,2,12,2006,0,0.5735,0.46843332,2.2047,0.44102222,1.1617486,1
2006-12-20 19:00:00,3.2486334,0.0877,236.73984,13.71,0.0,0.0,1031.0,1031.0,54.14389,0.0,19,2,12,2006,0,2.8368332,0.5735,1.8421,1.2929223,1.1880875,1
2006-12-20 20:00:00,3.5754666,0.26553333,236.34517,15.136666,0.0,31.0,1027.0,1058.0,59.59111,0.0,20,2,12,2006,0,3.2486334,2.8368332,2.9405334,2.2196555,1.246693,1
2006-12-20 21:00:00,3.6460667,0.1605,235.99234,15.403334,0.0,0.0,1024.0,1024.0,60.767776,0.0,21,2,12,2006,0,3.5754666,3.2486334,1.4428667,3.2203112,1.2731487,1
2006-12-20 22:00:00,3.0589666,0.0881,238.8605,12.753333,0.0,22.0,1049.0,1071.0,50.982777,0.0,22,2,12,2006,0,3.6460667,3.5754666,0.72,3.4900556,1.3649486,1
2006-12-20 23:00:00,2.3817666,0.1534,242.39116,9.786667,0.0,8.0,1079.0,1087.0,39.69611,0.0,23,2,12,2006,0,3.0589666,3.6460667,0.3837,3.4268334,1.4624056,1
2006-12-21 00:00:00,1.5358666,0.15553333,243.42583,6.3233333,0.0,0.0,1088.0,1088.0,25.597778,0.0,0,3,12,2006,0,2.3817666,3.0589666,0.45983332,3.0289333,1.5456583,0
2006-12-21 01:00:00,1.3979666,0.12183333,243.69817,5.6866665,0.0,31.0,1091.0,1122.0,23.299444,0.0,1,3,12,2006,0,1.5358666,2.3817666,0.25866666,2.3255334,1.5904931,0
2006-12-21 02:00:00,1.2749,0.0393,243.65367,5.15,0.0,0.0,1032.0,1032.0,21.248333,0.0,2,3,12,2006,0,1.3979666,1.5358666,0.78436667,1.7718667,1.6379639,0
2006-12-21 03:00:00,0.3026,0.11986667,244.56717,1.3333334,0.0,30.0,0.0,30.0,5.0433335,0.0,3,3,12,2006,0,1.2749,1.3979666,0.31003332,1.4029111,1.6584028,0
2006-12-21 04:00:00,0.24673334,0.0425,244.74017,1.02,0.0,0.0,0.0,0.0,4.112222,4.112222,4,3,12,2006,0,0.3026,1.2749,0.289,0.99182224,1.6580931,0
2006-12-21 05:00:00,0.2907,0.10583334,243.9495,1.2633333,0.0,23.0,0.0,23.0,4.845,0.0,5,3,12,2006,0,0.24673334,0.3026,0.2627,0.60807776,1.6563319,0
2006-12-21 06:00:00,0.29566666,0.053166665,244.8505,1.22,0.0,8.0,0.0,8.0,4.927778,0.0,6,3,12,2006,0,0.2907,0.24673334,0.2836,0.28001112,1.6574986,0
2006-12-21 07:00:00,1.2804667,0.08383334,241.29367,5.37,0.0,0.0,0.0,0.0,21.34111,21.34111,7,3,12,2006,0,0.29566666,0.2907,1.5266334,0.2777,1.6580014,0
2006-12-21 08:00:00,1.5630333,0.153,239.4945,6.5933332,0.0,30.0,305.0,335.0,26.050556,0.0,8,3,12,2006,0,1.2804667,0.29566666,2.9176,0.6222778,1.6477444,0
2006-12-21 09:00:00,2.5758,0.0517,238.47766,10.78,666.0,562.0,1046.0,2274.0,42.93,0.0,9,3,12,2006,0,1.5630333,1.2804667,1.3855333,1.0463889,1.5913042,1
2006-12-21 10:00:00,1.7677,0.0708,239.706,7.403333,569.0,31.0,890.0,1490.0,29.461666,0.0,10,3,12,2006,0,2.5758,1.5630333,1.5103,1.8064333,1.6408986,1
2006-12-21 11:00:00,0.525,0.10783333,241.60217,2.3366666,0.0,0.0,0.0,0.0,8.75,8.75,11,3,12,2006,0,1.7677,2.5758,2.8924,1.9688444,1.6516236,0
2006-12-21 12:00:00,0.81913334,0.13116667,242.67416,3.5833333,0.0,460.0,0.0,460.0,13.652223,0.0,12,3,12,2006,0,0.525,1.7677,1.4210334,1.6228334,1.552982,0
2006-12-21 13:00:00,1.6882334,0.0645,241.79784,7.06,0.0,1192.0,233.0,1425.0,28.137222,0.0,13,3,12,2006,0,0.81913334,0.525,1.4284,1.0372778,1.5279027,1
2006-12-21 14:00:00,1.0239,0.1185,243.3195,4.3366666,0.0,72.0,500.0,572.0,17.065,0.0,14,3,12,2006,0,1.6882334,0.81913334,1.2949,1.0107889,1.5387292,0
2006-12-21 15:00:00,0.3074,0.0457,242.90633,1.3633333,0.0,10.0,0.0,10.0,5.1233335,0.0,15,3,12,2006,0,1.0239,1.6882334,0.28113332,1.1770889,1.5274374,0
2006-12-21 16:00:00,1.3600667,0.0969,239.90633,5.6233335,0.0,43.0,1037.0,1080.0,22.667778,0.0,16,3,12,2006,0,0.3074,1.0239,0.46843332,1.0065111,1.5285319,0
2006-12-21 17:00:00,1.7526333,0.14803334,235.01833,7.5333333,0.0,10.0,719.0,729.0,29.210556,0.0,17,3,12,2006,0,1.3600667,0.3074,0.5735,0.8971222,1.5656834,1
2006-12-21 18:00:00,2.4433,0.119833335,233.89433,10.416667,0.0,42.0,1006.0,1048.0,40.72167,0.0,18,3,12,2006,0,1.7526333,1.3600667,2.8368332,1.1400334,1.6148139,1
2006-12-21 19:00:00,2.1971333,0.09443333,235.0005,9.356667,281.0,10.0,702.0,993.0,36.61889,0.0,19,3,12,2006,0,2.4433,1.7526333,3.2486334,1.852,1.5984167,1
2006-12-21 20:00:00,2.4373667,0.25126666,234.50034,10.44,249.0,36.0,257.0,542.0,40.622776,0.0,20,3,12,2006,0,2.1971333,2.4433,3.5754666,2.1310222,1.5546042,1
2006-12-21 21:00:00,0.98226666,0.0443,238.31216,4.1033335,0.0,2.0,515.0,517.0,16.37111,0.0,21,3,12,2006,0,2.4373667,2.1971333,3.6460667,2.3592668,1.5071833,0
2006-12-21 22:00:00,0.28026667,0.09346667,242.8665,1.2066667,0.0,12.0,0.0,12.0,4.671111,0.0,22,3,12,2006,0,0.98226666,2.4373667,3.0589666,1.8722556,1.3961917,0
2006-12-21 23:00:00,0.27043334,0.08946667,245.35033,1.1733333,0.0,19.0,0.0,19.0,4.507222,0.0,23,3,12,2006,0,0.28026667,0.98226666,2.3817666,1.2333,1.2804126,0
2006-12-22 00:00:00,0.26693332,0.07913333,245.67816,1.1433333,0.0,0.0,0.0,0.0,4.448889,4.448889,0,4,12,2006,0,0.27043334,0.28026667,1.5358666,0.5109889,1.1924403,0
2006-12-22 01:00:00,0.272,0.0927,244.45383,1.1733333,0.0,31.0,0.0,31.0,4.5333333,0.0,1,4,12,2006,0,0.26693332,0.27043334,1.3979666,0.27254444,1.1395681,0
2006-12-22 02:00:00,0.26763332,0.07926667,246.83783,1.1433333,0.0,0.0,0.0,0.0,4.4605556,4.4605556,2,4,12,2006,0,0.272,0.26693332,1.2749,0.2697889,1.0926528,0
2006-12-22 03:00:00,0.27386665,0.09353333,245.79283,1.1733333,0.0,31.0,0.0,31.0,4.5644445,0.0,3,4,12,2006,0,0.26763332,0.272,0.3026,0.26885554,1.0506834,0
2006-12-22 04:00:00,0.26426667,0.07226667,245.3595,1.1366667,0.0,0.0,0.0,0.0,4.404444,4.404444,4,4,12,2006,0,0.27386665,0.26763332,0.24673334,0.27116665,1.0494862,0
2006-12-22 05:00:00,0.8068333,0.08406667,245.11934,3.33,0.0,23.0,534.0,557.0,13.447222,0.0,5,4,12,2006,0,0.26426667,0.27386665,0.2907,0.2685889,1.0502167,0
2006-12-22 06:00:00,0.47963333,0.0861,245.30933,2.0333333,0.0,8.0,0.0,8.0,7.993889,0.0,6,4,12,2006,0,0.8068333,0.26426667,0.29566666,0.44832224,1.0717223,0
